"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"NRG Energy Inc","0.28","EQUITY","NRG","Mid Value","2010-01-31","1623742","0","Utilities","38937333","24.45","0.47|1.96%","24.7-24","4126110","25.43-9.84","United States","67.67","78.04","-6.34","6.37","7737.46","USD","2","100.16","-","-","0","-"
"Scripps Networks Interactive Inc A","0.26","EQUITY","SNI","Mid Core","2008-06-30","403267","0","Consumer Cyclical","35507659","87.29","-0.76|-0.86%","88.06-87.11","6247413","88.45-59.32","United States","24.77","32.82","2.64","9.74","11330.84","USD","3","23.15","19.53","-","0","-"
"Alexion Pharmaceuticals Inc","0.26","EQUITY","ALXN","Large Growth","2015-06-22","257154","0","Healthcare","35158095","136.64","-0.08|-0.06%","137.14-134.74","1510118","145.41-96.18","United States","4.99","0.89","-4.9","5.02","30496.03","USD","4","11.68","59.15","-","0","-"
"Vertex Pharmaceuticals Inc","0.25","EQUITY","VRTX","Large Growth","2013-09-23","220936","0","Healthcare","34030772","154.54","0.51|0.33%","155.17-153.01","807795","167.85-71.46","United States","32.78","54.11","21.25","25.65","38962.45","USD","3","109.77","150.04","-","0","-"
"Boeing Co","0.25","EQUITY","BA","Large Growth","2015-09-23","142601","0","Industrials","33974688","237.71","-0.54|-0.23%","239.73-236.38","5590485","246.49-126.31","United States","30.62","84.99","27.74","28.42","140506.44","USD","2","54.52","21","-","0","-"
"Whole Foods Market Inc","0.23","EQUITY","WFM","Mid Core","2006-01-31","758471","0","Consumer Defensive","31734427","41.81","-0.03|-0.07%","41.85-41.8","3475249","43.84-27.67","United States","14.48","39.54","4.61","-0.87","13387.96","USD","3","37.42","33.18","-","0","-"
"H&R Block Inc","0.23","EQUITY","HRB","Mid Core","2015-07-31","1034759","0","Consumer Cyclical","31601540","30.09","-0.45|-1.47%","30.71-30.06","2800929","31.7-19.85","United States","20.55","29.94","0.44","16.55","6290.5","USD","-","32.88","15.35","-","0","-"
"Freeport-McMoRan Inc","0.23","EQUITY","FCX","Mid Core","2003-06-30","2192579","0","Basic Materials","31507360","14.41","0.04|0.28%","14.65-14.35","14822640","17.06-9.24","United States","23.37","16.96","-25.67","-10.92","20848.57","USD","2","9.25","28.25","-","0","-"
"Xerox Corp","0.23","EQUITY","XRX","Mid Value","2003-06-30","976236","0","Technology","31337176","32.22","0.12|0.37%","32.3-31.93","2524646","32.99-22.89","United States","16.46","-27.36","-16.27","3.29","8189.35","USD","3","-19.9","14.92","-","0","-"
"Ameriprise Financial Inc","0.23","EQUITY","AMP","Large Value","2005-12-31","214241","0","Financial Services","31332746","147.84","1.59|1.09%","148.75-147.36","923142","148.75-86.25","United States","16.06","60.74","9.64","24.98","22167.6","USD","2","35.43","16.88","-","0","-"
"Charter Communications Inc A","0.23","EQUITY","CHTR","Large Growth","2016-09-08","81409","0","Communication Services","31285479","384.63","0.33|0.09%","386-380.56","698514","399.95-233","United States","19.23","62.3","30.33","34.19","99189.82","USD","-","33.59","-","-","0","-"
"Celgene Corp","0.23","EQUITY","CELG","Large Growth","2006-11-30","229282","0","Healthcare","31159424","136.7","0.8|0.59%","136.81-135.02","3197673","139-96.93","United States","9.83","17.57","16.05","31.59","106947.34","USD","3","18.1","42.45","-","0","-"
"Gilead Sciences Inc","0.23","EQUITY","GILD","Large Core","2004-06-30","418848","0","Healthcare","31149726","73.16","-1.21|-1.63%","73.76-72.58","14960878","82.1-63.76","United States","8.23","-5.8","-5.69","22.15","95546.96","USD","4","3.62","7.73","-","0","-"
"PVH Corp","0.23","EQUITY","PVH","Mid Value","2013-02-14","256654","0","Consumer Cyclical","31124431","122.1","0.83|0.68%","122.75-121.3","760298","122.75-84.53","United States","20.74","26.73","4.35","9.64","9505","USD","3","35.39","25.18","-","0","-"
"Align Technology Inc","0.23","EQUITY","ALGN","Mid Growth","2017-06-19","182060","0","Healthcare","31033948","169.3","-1.16|-0.68%","171-168.57","508664","173.79-83.27","United States","19.32","84.58","46.4","37.62","13569.5","USD","-","76.12","57.98","-","0","-"
"VF Corp","0.23","EQUITY","VFC","Large Value","2003-06-30","489784","0","Consumer Cyclical","30969042","63.21","-0.02|-0.03%","63.73-62.89","1409977","65.2-48.05","United States","17.79","6.5","3.27","13.22","24880.8","USD","3","20.06","23.41","-","0","-"
"Laboratory Corp of America Holdings","0.23","EQUITY","LH","Mid Core","2004-12-31","192723","0","Healthcare","30943605","158.65","-1.91|-1.19%","161.15-158.05","631861","164.22-119.51","United States","12.6","13.25","15.08","12.65","16150.57","USD","3","23.58","22.22","-","0","-"
"Nielsen Holdings PLC","0.23","EQUITY","NLSN","Mid Core","2013-07-09","719405","0","Industrials","30927221","42.37","-0.62|-1.44%","43.3-42.29","2932720","54.99-36.96","United States","7.07","-17.6","-0.77","9.99","15108.18","USD","-","2.55","30.93","-","0","-"
"Illumina Inc","0.23","EQUITY","ILMN","Large Growth","2015-11-19","155664","0","Healthcare","30893077","194.47","-3.99|-2.01%","198.55-194.38","1192122","198.57-119.37","United States","2.98","17.39","6.34","35.79","28392.62","USD","2","51.88","38.97","-","0","-"
"Netflix Inc","0.22","EQUITY","NFLX","Large Growth","2010-12-20","171478","0","Consumer Cyclical","30734002","180.27","1.04|0.58%","181-178.5","4491055","191.5-92.95","United States","14.64","92.93","43.99","87.88","77831.52","USD","1","45.61","219.84","-","0","-"
"Acuity Brands Inc","0.22","EQUITY","AYI","Mid Growth","2016-05-03","152941","0","Technology","30588200","199.87","-0.13|-0.06%","200.26-197.76","292715","280.89-157.33","United States","11.23","-24.02","22.69","27.29","8413.19","USD","-","-13.25","27.88","-","0","-"
"Rockwell Collins Inc","0.22","EQUITY","COL","Mid Growth","2003-06-30","258117","0","Industrials","30571377","119","0.56|0.47%","121.73-118.26","5408390","121.73-78.54","United States","15.36","42.22","18.76","19.78","19334.63","USD","2","29","23.52","-","0","-"
"T. Rowe Price Group Inc","0.22","EQUITY","TROW","Mid Core","2003-06-30","369865","0","Financial Services","30569342","82.79","0.14|0.17%","83.11-82.58","879543","85.42-62.97","United States","16.13","23.11","5.49","9.36","19899.24","USD","3","11.52","14.23","-","0","-"
"CF Industries Holdings Inc","0.22","EQUITY","CF","Mid Value","2008-08-31","994502","0","Basic Materials","30541156","32.21","1.5|4.88%","32.37-30.85","8358366","37.17-21.05","United States","20.1","55.9","-10.82","-1.85","7512.89","USD","2","4.22","-","-","0","-"
"Facebook Inc A","0.22","EQUITY","FB","Large Growth","2013-12-23","181138","0","Technology","30538055","169.62","1.03|0.61%","170.06-168.69","10777727","175.49-113.55","United States","12.44","36.39","32.14","51.73","492609.81","USD","3","47.43","37.95","-","0","-"
"Nike Inc B","0.22","EQUITY","NKE","Large Growth","2003-06-30","506924","0","Consumer Cyclical","30486409","59.76","-0.38|-0.63%","60.34-59.63","4105953","60.53-49.01","United States","10.04","10.35","16.89","21.46","98089.7","USD","3","18.28","23.81","-","0","-"
"ResMed Inc","0.22","EQUITY","RMD","Mid Growth","2017-07-26","414720","0","Healthcare","30461184","75.09","1.64|2.23%","75.44-74.1","1181814","79.63-56.59","United States","9.3","10.58","16.83","17.67","10649.21","USD","3","22.08","32.93","-","0","-"
"Iron Mountain Inc","0.22","EQUITY","IRM","Mid Core","2009-01-31","813579","0","Industrials","30427855","37","-0.4|-1.07%","37.57-36.77","1056657","39.75-30.75","United States","8.06","3.12","11.73","10.08","9782.46","USD","3","17.3","50.68","-","0","-"
"Cincinnati Financial Corp","0.22","EQUITY","CINF","Mid Core","2003-06-30","377534","0","Financial Services","30399038","80.3","-0.22|-0.27%","81.14-80","549473","81.98-68.11","United States","13.87","9.58","22.96","18.61","13167.79","USD","-","7.33","23.01","-","0","-"
"Automatic Data Processing Inc","0.22","EQUITY","ADP","Large Growth","2015-09-23","270705","0","Industrials","30256698","111.39","-0.38|-0.34%","113.92-110.1","8109438","121.77-85.48","United States","12.98","28.53","16.78","18.48","49837.04","USD","2","9.49","28.78","-","0","-"
"Oracle Corp","0.22","EQUITY","ORCL","Large Core","2003-06-30","601817","0","Technology","30229268","49.96","-0.27|-0.54%","50.21-49.87","7025257","51.85-37.62","United States","10.29","23.81","8.89","11.44","206668.62","USD","3","31.31","22.61","-","0","-"
"NVIDIA Corp","0.22","EQUITY","NVDA","Large Growth","2003-06-30","181138","0","Technology","30155854","167.21","0.73|0.44%","170.07-166.48","14727353","170.07-57.31","United States","61.15","193.11","112.15","65.26","99489.95","USD","1","56.91","55.55","-","0","-"
"E*TRADE Financial Corp","0.22","EQUITY","ETFC","Mid Growth","2004-03-31","733619","0","Financial Services","30107724","41.21","0.17|0.41%","41.61-41.16","1233418","42.19-24.85","United States","14.73","64.18","25.32","39.29","11320.79","USD","-","18.93","19.26","-","0","-"
"Kohl's Corp","0.22","EQUITY","KSS","Mid Value","2003-06-30","715610","0","Consumer Cyclical","30062776","41.89","-0.12|-0.29%","42.39-41.4","3362950","59.67-35.16","United States","7.85","13.23","-3.98","-0.28","7141.47","USD","3","-12.94","12.28","-","0","-"
"Avery Dennison Corp","0.22","EQUITY","AVY","Mid Value","2015-09-23","322276","0","Industrials","30058683","93.05","-0.22|-0.24%","93.52-92.63","365020","96.7-68.55","United States","11.71","22.41","26.96","26.29","8224.52","USD","2","33.74","21.84","-","0","-"
"Affiliated Managers Group Inc","0.22","EQUITY","AMG","Mid Core","2015-09-23","166775","0","Financial Services","30049520","180.64","0.46|0.26%","181.87-179.08","276755","187.08-130.48","United States","16.35","27.3","-2.76","9.89","10108.68","USD","3","24.6","19.98","-","0","-"
"Red Hat Inc","0.22","EQUITY","RHT","Mid Growth","2009-07-31","305000","0","Technology","29947950","98.36","0.17|0.17%","99.23-98.21","799146","101.72-68.54","United States","11.91","31.85","18.84","12.13","17454.93","USD","3","41.12","67.37","-","0","-"
"Xylem Inc","0.22","EQUITY","XYL","Mid Core","2011-11-01","502128","0","Industrials","29906744","60.02","0.46|0.77%","60.14-59.35","1361834","60.71-45.6","United States","16.85","29.35","20.54","21.16","10777.7","USD","2","21.93","38.72","-","0","-"
"Activision Blizzard Inc","0.22","EQUITY","ATVI","Large Growth","2015-08-31","466993","0","Technology","29873542","62.01","-1.96|-3.06%","63.3-61.22","10545280","64.06-35.12","United States","16.78","52.61","40.57","41.55","46812.66","USD","2","72.56","41.9","-","0","-"
"Moody's Corporation","0.22","EQUITY","MCO","Large Growth","2003-06-30","231979","0","Financial Services","29860337","129.29","0.57|0.44%","129.59-128.3","878022","135.2-93.51","United States","8.6","25.87","14.8","27.18","24694.39","USD","-","37.95","51.51","-","0","-"
"FirstEnergy Corp","0.22","EQUITY","FE","Mid Value","2003-06-30","930950","0","Utilities","29846257","32.07","0.01|0.03%","32.18-31.78","3875857","34.96-27.93","United States","12.33","1.76","5.77","-4.07","14248.84","USD","3","7.04","-","-","0","-"
"Biogen Inc","0.22","EQUITY","BIIB","Large Core","2003-12-31","104269","0","Healthcare","29830318","288.27","2.18|0.76%","288.63-284.45","745982","303.81-244.28","United States","7.32","-2.81","-2.17","16.08","60949.43","USD","4","7.81","18.92","-","0","-"
"Staples Inc","0.22","EQUITY","SPLS","Mid Value","2003-06-30","2929762","0","Consumer Cyclical","29824977","10.19","0|0.05%","10.2-10.18","4445098","10.25-7.24","United States","7.23","17.85","0.19","-0.57","6688.62","USD","-","15.19","-","-","0","-"
"The Priceline Group Inc","0.22","EQUITY","PCLN","Large Growth","2009-11-06","14702","0","Consumer Cyclical","29815362","2032.77","4.79|0.24%","2035.47-2020.29","333534","2043.95-1392.44","United States","6.4","49.47","16.07","25.08","99895.27","USD","3","38.66","45.9","-","0","-"
"EQT Corp","0.22","EQUITY","EQT","Mid Growth","2008-12-31","479731","0","Energy","29800890","62.46","0.34|0.55%","63.23-61.94","2727328","75.74-49.63","United States","11.09","-11.26","-13.21","3.2","10826","USD","-","-4.4","2082","-","0","-"
"CarMax Inc","0.22","EQUITY","KMX","Mid Core","2010-06-25","454621","0","Consumer Cyclical","29795860","65.72","0.18|0.27%","65.99-65.5","1077651","69.11-47.5","United States","11.94","14.26","9.05","18.73","12043.02","USD","3","2.07","18.83","-","0","-"
"Progressive Corp","0.22","EQUITY","PGR","Large Core","2003-06-30","623281","0","Financial Services","29674408","47.71","0.1|0.21%","47.75-47.52","1817557","47.75-30.54","United States","18.18","44.41","28.73","21.93","27721.81","USD","2","36.31","20.3","-","0","-"
"PayPal Holdings Inc","0.22","EQUITY","PYPL","Large Growth","2015-07-20","507494","0","Financial Services","29647799","58.86","0.44|0.75%","58.93-58.32","6174328","61.3-36.3","United States","20.34","57.8","-","-","70773.09","USD","3","49.13","47.47","-","0","-"
"Royal Caribbean Cruises Ltd","0.22","EQUITY","RCL","Large Core","2014-12-05","246762","0","Consumer Cyclical","29591699","119.69","-0.23|-0.19%","120.96-119.36","1529210","120.96-65.1","United States","11.35","65.91","26.52","37.77","25746.63","USD","3","47.06","16.81","-","0","-"
"Quanta Services Inc","0.22","EQUITY","PWR","Mid Core","2017-05-08","828498","0","Industrials","29577379","36.5","0.8|2.24%","37.35-36.01","3974548","38.82-23.6","United States","4.38","55.65","2.45","8.11","5514.93","USD","-","4.73","25.35","-","0","-"
"Bank of New York Mellon Corp","0.22","EQUITY","BK","Large Core","2015-09-23","548578","0","Financial Services","29524468","54.02","0.2|0.37%","54.28-53.87","3150929","54.59-38.68","United States","13.97","40.81","12.77","21.42","55811.1","USD","3","15.32","16.03","-","0","-"
"ONEOK Inc","0.22","EQUITY","OKE","Large Core","2010-03-16","548022","0","Energy","29510985","53.53","-0.32|-0.59%","54.39-53.45","2804981","59.47-44.27","United States","10","24.71","-1.91","10.87","20341.84","USD","2","-3.32","33.46","-","0","-"
"FMC Corp","0.22","EQUITY","FMC","Mid Growth","2009-08-31","353687","0","Basic Materials","29476275","84.35","1.01|1.21%","84.48-83.07","1097534","85.06-44.4","United States","19.49","75.68","9.58","10.11","11313.73","USD","3","49.72","42.6","-","0","-"
"HP Inc","0.22","EQUITY","HPQ","Large Value","2003-06-30","1522483","0","Technology","29475271","19.37","0.01|0.05%","19.58-19.27","9123018","19.58-13.55","United States","3.79","40.58","-1.05","14.13","32606.2","USD","3","32.31","13.27","-","0","-"
"Expeditors International of Washington Inc","0.22","EQUITY","EXPD","Mid Core","2007-10-31","494432","0","Industrials","29448370","59.56","-","59.79-59.31","716814","59.9-47.23","United States","10.12","19.73","12.16","11.79","10730.61","USD","3","13.26","25.45","-","0","-"
"NetApp Inc","0.22","EQUITY","NTAP","Mid Value","2003-06-30","685734","0","Technology","29424846","42.74","-0.17|-0.4%","43.11-42.61","1937416","45.24-26.47","United States","7.97","64.5","5.04","7.15","11558.56","USD","2","22.82","23.61","-","0","-"
"BB&T Corp","0.21","EQUITY","BBT","Large Value","2015-09-23","614378","0","Financial Services","29391844","48.36","0.52|1.09%","48.63-48.06","4518130","49.88-36.75","United States","10.44","34.05","11.92","11.04","39079.35","USD","3","4.13","18.04","-","0","-"
"Cintas Corp","0.21","EQUITY","CTAS","Mid Growth","2003-06-30","219078","0","Industrials","29387123","135","0.86|0.64%","135.28-133.48","355769","139.74-102.07","United States","10.71","27.94","29.53","28.15","14233.84","USD","1","16.82","32.37","-","0","-"
"Ralph Lauren Corp Class A","0.21","EQUITY","RL","Mid Value","2007-02-28","386315","0","Consumer Cyclical","29379256","77.29","1.24|1.63%","77.35-76.02","1030703","114-66.06","United States","-3.17","-15.89","-18.96","-9.89","6280.52","USD","3","-13.32","-","-","0","-"
"The Hartford Financial Services Group Inc","0.21","EQUITY","HIG","Mid Value","2003-06-30","526112","0","Financial Services","29378094","56.29","0.45|0.81%","56.57-56.01","1498119","56.57-39.68","United States","14.51","42.12","19.61","28.72","20506.45","USD","-","19.1","30.76","-","0","-"
"LyondellBasell Industries NV","0.21","EQUITY","LYB","Large Value","2012-09-05","330962","0","Basic Materials","29372878","88.78","0.03|0.03%","89.39-88.67","1514203","97.64-74.02","United States","10.14","24.07","-3.28","18.31","35139.47","USD","-","5.54","9.83","-","0","-"
"Delphi Automotive PLC","0.21","EQUITY","DLPH","Large Core","2012-12-24","316247","0","Consumer Cyclical","29366696","93.19","0.33|0.36%","93.44-92.49","1441610","93.62-60.5","United States","6.15","48.61","12.45","28.07","24867.21","USD","2","39.23","19.7","-","0","-"
"VeriSign Inc","0.21","EQUITY","VRSN","Mid Growth","2017-05-08","293510","0","Technology","29365676","99.31","-0.74|-0.74%","100.38-99.05","588579","103.79-74.01","United States","9.66","18.09","22.1","16.82","9923.12","USD","2","30.55","27.06","-","0","-"
"Humana Inc","0.21","EQUITY","HUM","Large Core","2003-06-30","117982","0","Healthcare","29358641","245.93","-2.91|-1.17%","251.79-245.19","1557990","251.79-163.5","United States","7.64","42.27","27.52","32.05","35541.12","USD","1","21.07","19.99","-","0","-"
"Raytheon Co","0.21","EQUITY","RTN","Large Core","2003-06-30","168375","0","Industrials","29320822","173.87","-0.27|-0.16%","174.6-173.32","1434985","174.6-132.89","United States","10.63","25.96","25.8","27.6","50465.59","USD","3","23.57","24.05","-","0","-"
"D.R. Horton Inc","0.21","EQUITY","DHI","Mid Core","2005-12-31","806073","0","Consumer Cyclical","29284632","36.59","0.26|0.72%","36.76-36.38","2346601","37.44-26.69","United States","12.55","15.03","22.17","16.87","13695.02","USD","3","34.61","13.7","-","0","-"
"Hanesbrands Inc","0.21","EQUITY","HBI","Mid Value","2015-03-23","1227916","0","Consumer Cyclical","29273517","24.29","0.45|1.89%","24.36-23.86","6537460","28.24-18.91","United States","17.05","-1.9","1.16","26.73","8853.19","USD","5","14","15.98","-","0","-"
"Unum Group","0.21","EQUITY","UNM","Mid Value","2003-06-30","582929","0","Financial Services","29251377","50.8","0.62|1.24%","51.1-50.5","884520","51.1-33.25","United States","9.34","56.69","15.67","23.09","11464.68","USD","-","17.07","12.24","-","0","-"
"PulteGroup Inc","0.21","EQUITY","PHM","Mid Core","2003-06-30","1156154","0","Consumer Cyclical","29239135","25.6","0.31|1.23%","25.72-25.32","5808297","25.72-17.69","United States","15.98","23.38","14.39","18.52","7723.74","USD","3","40.26","14.38","-","0","-"
"Advanced Micro Devices Inc","0.21","EQUITY","AMD","Mid Core","2017-05-08","2206861","0","Technology","29218840","13.12","-0.12|-0.91%","13.36-13.02","64254045","15.65-5.66","United States","29.9","102.78","48.58","26.25","12421.74","USD","2","15.7","-","-","0","-"
"Allergan PLC","0.21","EQUITY","AGN","Large Growth","2015-06-15","116626","0","Healthcare","29198485","242.65","-7.71|-3.08%","249.56-241.74","3014741","256.8-184.5","United States","-0.77","-3.71","4.19","25.19","81498.13","USD","4","16.21","-","-","0","-"
"Phillips 66","0.21","EQUITY","PSX","Large Value","2012-05-01","340583","0","Energy","29170934","85.6","-0.05|-0.06%","86.19-85.58","2087492","88.87-75.14","United States","10.3","13.73","4.17","19.09","43785.32","USD","3","0.6","25.63","-","0","-"
"Electronic Arts Inc","0.21","EQUITY","EA","Large Growth","2003-06-30","245338","0","Technology","29158421","117.22","-1.63|-1.37%","119.18-116.9","2341345","120.25-73.74","United States","23.7","49.84","50.8","57.83","36289.59","USD","2","48.83","38.06","-","0","-"
"Allstate Corp","0.21","EQUITY","ALL","Large Core","2015-09-23","310176","0","Financial Services","29134832","94.22","0.29|0.31%","94.49-93.97","1486353","94.49-66.55","United States","10.54","39.35","18.47","21.98","34047.3","USD","2","28.12","13.96","-","0","-"
"Gartner Inc A","0.21","EQUITY","IT","Mid Growth","2017-04-05","228279","0","Technology","29119269","126.94","-0.62|-0.49%","128.3-126.68","466610","130.02-84.54","United States","12.42","33.14","22.3","22.07","11479.47","USD","-","25.6","57.7","-","0","-"
"Kimco Realty Corp","0.21","EQUITY","KIM","Mid Core","2006-03-31","1460925","0","Real Estate","29116235","20.32","0.39|1.96%","20.43-19.92","4771098","31.34-17.02","United States","3.16","-31.5","1.42","4.66","8648.93","USD","4","-17.09","34.32","-","0","-"
"Zions Bancorp","0.21","EQUITY","ZION","Mid Core","2003-06-30","640055","0","Financial Services","29116102","46.12","0.63|1.38%","46.43-45.75","2118783","48.33-27.77","United States","13.6","67.47","18.54","19.99","9322.28","USD","3","7.53","20.77","-","0","-"
"Cabot Oil & Gas Corp Class A","0.21","EQUITY","COG","Mid Growth","2008-06-30","1184447","0","Energy","29101863","24.71","0.14|0.57%","24.85-24.4","3769389","26.74-20.02","United States","5.45","1.64","-9.42","4.02","11428.2","USD","-","6.08","-","-","0","-"
"State Street Corporation","0.21","EQUITY","STT","Large Core","2003-06-30","310244","0","Financial Services","29091580","95.1","1.33|1.42%","95.8-94.3","2329385","96.26-66.44","United States","14.05","46.86","12.08","20.01","35577.54","USD","3","23.34","17.84","-","0","-"
"Fifth Third Bancorp","0.21","EQUITY","FITB","Mid Value","2003-06-30","1081412","0","Financial Services","29089983","27.18","0.28|1.04%","27.59-27.03","5558316","28.97-18.93","United States","9.67","46.95","12.94","16.11","20075.89","USD","3","1.82","14.23","-","0","-"
"Centene Corp","0.21","EQUITY","CNC","Mid Core","2016-03-30","349676","0","Healthcare","29089546","82.38","-0.81|-0.97%","84.12-82.21","1673144","87.94-50","United States","8.58","15.59","31.27","34.99","14208.54","USD","-","45.78","17.83","-","0","-"
"UnitedHealth Group Inc","0.21","EQUITY","UNH","Large Growth","2003-06-30","149336","0","Healthcare","29086173","194.88","0.11|0.06%","196.04-194.6","2892235","196.04-132.39","United States","12.42","38.4","34.74","31.56","186551.14","USD","2","22.63","24.95","-","0","-"
"Caterpillar Inc","0.21","EQUITY","CAT","Large Core","2003-06-30","255854","0","Industrials","29054780","114.35","0.79|0.7%","114.64-113.45","2631811","114.9-79.93","United States","15.84","43.62","6.62","8.62","67577.74","USD","2","25.8","714.69","-","0","-"
"Lincoln National Corp","0.21","EQUITY","LNC","Mid Value","2003-06-30","397074","0","Financial Services","29053905","74.25","1.08|1.48%","74.94-73.64","1250790","74.94-43.54","United States","10.74","75.28","14.17","28.81","16652.67","USD","-","13.35","11.34","-","0","-"
"Harris Corp","0.21","EQUITY","HRS","Mid Value","2008-09-30","248482","0","Technology","29050031","116.69","-0.22|-0.19%","117.71-116.38","390620","117.71-88.23","United States","6.56","34.63","21.1","23.8","14000.51","USD","-","14.91","41.97","-","0","-"
"CBRE Group Inc","0.21","EQUITY","CBG","Mid Core","2006-11-30","775611","0","Real Estate","29038876","37.32","-0.12|-0.32%","37.62-37.28","1155172","38.99-25.4","United States","4.1","30.03","6.38","16.92","12609.48","USD","3","18.51","20.39","-","0","-"
"Total System Services Inc","0.21","EQUITY","TSS","Mid Growth","2007-12-31","455692","0","Financial Services","29036694","64.11","0.39|0.61%","64.43-63.82","801354","64.94-46.22","United States","11.59","31.71","26.71","23.01","11798.24","USD","-","31.16","35.42","-","0","-"
"Adobe Systems Inc","0.21","EQUITY","ADBE","Large Growth","2003-06-30","196301","0","Technology","29011325","147.71","-0.08|-0.05%","148.62-147.27","1503962","150.4-97.15","United States","9.73","52.14","29.02","35.77","72880.95","USD","3","43.48","51.47","-","0","-"
"Expedia Inc","0.21","EQUITY","EXPE","Large Growth","2007-10-31","188727","0","Consumer Cyclical","29003565","151.35","-2.33|-1.52%","153.68-149.74","1934161","161-105.62","United States","7.46","34.29","21.92","22.08","22950.2","USD","3","34.1","70.72","-","0","-"
"Prologis Inc","0.21","EQUITY","PLD","Large Core","2011-06-03","474351","0","Real Estate","28992333","61.36","0.24|0.39%","61.6-61.12","1631473","61.81-45.93","United States","14.21","16.81","17.55","15.25","32635.11","USD","3","17.9","27.52","-","0","-"
"Equifax Inc","0.21","EQUITY","EFX","Mid Growth","2003-06-30","199960","0","Industrials","28982202","145.43","0.49|0.34%","145.56-144.57","404308","147.02-110.87","United States","6.55","11.88","25.27","26.63","17505.77","USD","2","23.67","30.81","-","0","-"
"Fidelity National Information Services Inc","0.21","EQUITY","FIS","Large Growth","2006-11-30","320285","0","Industrials","28956967","90.37","-0.04|-0.04%","90.87-89.99","2748857","92.78-73.25","United States","8.55","16.94","18.68","24.8","30040.15","USD","1","20.24","45.19","-","0","-"
"Lockheed Martin Corp","0.21","EQUITY","LMT","Large Core","2003-06-30","97833","0","Industrials","28940958","297","1.18|0.4%","297-295.04","796367","297-228.5","United States","10.47","17.99","23.42","29.53","85533.29","USD","3","20.28","23.42","-","0","-"
"BorgWarner Inc","0.21","EQUITY","BWA","Mid Value","2015-09-23","630814","0","Consumer Cyclical","28941746","46.68","0.8|1.74%","46.84-45.9","3179111","48.03-32.72","United States","13.28","44.97","-8.02","8.15","9852.4","USD","4","19.07","50.19","-","0","-"
"Global Payments Inc","0.21","EQUITY","GPN","Mid Growth","2016-04-25","304146","0","Industrials","28939492","97.72","2.57|2.7%","97.99-95.3","2128728","97.99-64.63","United States","13.46","32.9","41.31","35.62","14900.75","USD","3","40.82","59.59","-","0","-"
"CBS Corp Class B","0.21","EQUITY","CBS","Large Growth","2003-06-30","446383","0","Consumer Cyclical","28939010","63.62","-1.21|-1.87%","64.63-63.39","2440945","70.1-48.88","United States","-0.08","24.14","4.35","13.66","25829.22","USD","3","0.57","17.67","-","0","-"
"LKQ Corp","0.21","EQUITY","LKQ","Mid Growth","2016-05-23","847670","0","Consumer Cyclical","28914024","34.16","0.05|0.15%","34.24-33.99","682708","36.35-27.85","United States","10.02","-1.47","8.89","13.82","10550.69","USD","3","11.45","21.35","-","0","-"
"Newmont Mining Corp","0.21","EQUITY","NEM","Mid Core","2003-06-30","790096","0","Basic Materials","28909613","36.15","-0.44|-1.2%","36.55-35.9","4072469","46.07-30.19","United States","12.14","-19.12","12.53","-2.87","19277.77","USD","3","6.4","100.92","-","0","-"
"Federal Realty Investment Trust","0.21","EQUITY","FRT","Mid Growth","2016-01-29","217358","0","Real Estate","28904267","133.64","0.66|0.5%","134.87-132.48","409154","167.12-120.5","United States","2.45","-16.87","5.66","6.98","9656.18","USD","3","-4.58","42.7","-","0","-"
"Constellation Brands Inc A","0.21","EQUITY","STZ","Large Growth","2005-12-31","149716","0","Consumer Defensive","28901177","193.82","0.78|0.4%","194.45-192.1","744105","199.89-144","United States","9.67","19.51","32.96","45.81","37849.1","USD","2","27.02","24.32","-","0","-"
"American Express Co","0.21","EQUITY","AXP","Large Value","2015-09-23","337439","0","Financial Services","28864532","-","-","-","-","-","-","10.16","36.46","0.97","9.64","75995.73","USD","3","17.35","17.51","-","0","-"
"Andeavor","0.21","EQUITY","ANDV","Mid Value","2007-09-30","295271","0","Energy","28853882","-","-","-","-","-","-","24.78","34.91","19.17","27.05","15663.37","USD","4","13.24","16.38","-","0","-"
"Nasdaq Inc","0.21","EQUITY","NDAQ","Mid Value","2008-10-31","384174","0","Financial Services","28847626","-","-","-","-","-","-","11.08","7.03","22.77","28.13","12528.07","USD","2","12.95","57.34","-","0","-"
"Carnival Corp","0.21","EQUITY","CCL","Large Core","2003-06-30","427846","0","Consumer Cyclical","28845377","-","-","-","-","-","-","8.32","50.04","25.35","16.81","48826.23","USD","3","31.69","18.13","-","0","-"
"Visa Inc Class A","0.21","EQUITY","V","Large Growth","2009-12-21","286585","0","Financial Services","28827585","-","-","-","-","-","-","9.11","27.74","24.57","25.81","230711.77","USD","3","29.74","37.51","-","0","-"
"JPMorgan Chase & Co","0.21","EQUITY","JPM","Large Value","2003-06-30","311640","0","Financial Services","28826700","-","-","-","-","-","-","8.11","48.11","20.48","23.07","329586.22","USD","3","10.26","13.83","-","0","-"
