"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"Consolidated Edison Inc","0.2","EQUITY","ED","Large Value","2003-06-30","325529","0","Utilities","27057970","-","-","-","-","-","-","5.84","8.54","17.64","8.15","25309.85","USD","1","14.25","20","-","0","-"
"Discover Financial Services","0.2","EQUITY","DFS","Large Value","2007-06-30","447413","0","Financial Services","27050590","-","-","-","-","-","-","1.3","9.61","2.11","12.46","22728.36","USD","3","-14.5","10.54","-","0","-"
"Akamai Technologies Inc","0.2","EQUITY","AKAM","Mid Growth","2007-07-31","563063","0","Technology","27049547","-","-","-","-","-","-","-9.44","-3.16","-5.99","6.17","8233.64","USD","3","-28.21","26.16","-","0","-"
"PPL Corp","0.2","EQUITY","PPL","Large Value","2003-06-30","691330","0","Utilities","27037916","-","-","-","-","-","-","1.94","9.15","11.91","11.42","26604.34","USD","3","16.24","16.23","-","0","-"
"Marathon Oil Corp","0.2","EQUITY","MRO","Mid Value","2003-06-30","2161101","0","Energy","27035374","-","-","-","-","-","-","-8.61","-2.31","-28.56","-10.04","10962.87","USD","3","-24.9","-","-","0","-"
"US Bancorp","0.2","EQUITY","USB","Large Value","2003-06-30","512387","0","Financial Services","26992547","-","-","-","-","-","-","2.08","29.05","10.54","11.61","89188.48","USD","3","4.5","16.1","-","0","-"
"Alliant Energy Corp","0.2","EQUITY","LNT","Mid Value","2016-09-19","656816","0","Utilities","26988569","-","-","-","-","-","-","3.85","5.48","16.4","14.65","9361.26","USD","2","10.94","24.9","-","0","-"
"Equity Residential","0.2","EQUITY","EQR","Large Core","2003-06-30","400706","0","Real Estate","26967514","-","-","-","-","-","-","5.3","9","9.1","7.13","24726.55","USD","3","6.16","29.27","-","0","-"
"Zoetis Inc","0.2","EQUITY","ZTS","Large Growth","2013-06-28","432969","0","Healthcare","26965309","-","-","-","-","-","-","5.7","21.63","23.94","-","30488.3","USD","2","16.64","36.12","-","0","-"
"Welltower Inc","0.2","EQUITY","HCN","Large Core","2009-01-31","368957","0","Real Estate","26955998","-","-","-","-","-","-","5.31","-1.99","8.56","7.57","26496.56","USD","3","11.22","22.31","-","0","-"
"Alliance Data Systems Corp","0.2","EQUITY","ADS","Mid Core","2015-09-23","112277","0","Financial Services","26945357","-","-","-","-","-","-","-5.48","9.82","-2.71","13.25","13321.58","USD","3","5.17","31.61","-","0","-"
"Dr Pepper Snapple Group Inc","0.2","EQUITY","DPS","Mid Core","2017-05-08","296491","0","Consumer Defensive","26939172","-","-","-","-","-","-","0.03","-4.43","17.85","16.94","16475.16","USD","3","1.27","21.74","-","0","-"
"Ventas Inc","0.2","EQUITY","VTR","Large Value","2009-03-31","405258","0","Real Estate","26929394","-","-","-","-","-","-","6.28","-6.66","9.3","5.83","23438.24","USD","3","7.74","33.75","-","0","-"
"Nordstrom Inc","0.2","EQUITY","JWN","Mid Value","2003-06-30","574634","0","Consumer Cyclical","26921603","-","-","-","-","-","-","-3.99","14.98","-6.96","1.45","7772.9","USD","3","-0.79","21.98","-","0","-"
"Eversource Energy","0.2","EQUITY","ES","Mid Value","2009-03-31","434987","0","Utilities","26916996","-","-","-","-","-","-","4.31","10.07","15.63","11.99","19513.83","USD","2","13.22","20.46","-","0","-"
"Wells Fargo & Co","0.2","EQUITY","WFC","Large Value","2003-06-30","503715","0","Financial Services","26898381","-","-","-","-","-","-","-3.53","13.65","4.19","11.78","262444.12","USD","4","-2.03","13.21","-","0","-"
"Quest Diagnostics Inc","0.2","EQUITY","DGX","Mid Core","2003-06-30","249974","0","Healthcare","26887203","-","-","-","-","-","-","0.19","26.71","22.1","13.99","14591.3","USD","3","17.87","21.57","-","0","-"
"Analog Devices Inc","0.2","EQUITY","ADI","Large Growth","2015-09-23","344785","0","Technology","26872543","-","-","-","-","-","-","3.4","25.54","18.51","16.5","28546.15","USD","3","8.34","29.57","-","0","-"
"Ecolab Inc","0.2","EQUITY","ECL","Large Growth","2003-06-30","202521","0","Basic Materials","26858335","-","-","-","-","-","-","5.59","9.92","7.81","16.62","38458.77","USD","2","14.01","31.42","-","0","-"
"Ansys Inc","0.2","EQUITY","ANSS","Mid Growth","2017-06-19","217629","0","Technology","26853242","-","-","-","-","-","-","4.04","33.97","17.52","12.92","10628.93","USD","2","34.41","39.97","-","0","-"
"American Electric Power Co Inc","0.2","EQUITY","AEP","Large Value","2015-09-23","377115","0","Utilities","26850588","-","-","-","-","-","-","5.07","6.66","14.67","13.97","34861.64","USD","2","14.45","61.1","-","0","-"
"Viacom Inc B","0.2","EQUITY","VIAB","Mid Value","2006-01-31","765543","0","Consumer Cyclical","26847593","-","-","-","-","-","-","-16.57","-28.79","-25.54","-5.08","12483.16","USD","4","-12.76","8.35","-","0","-"
"Cummins Inc","0.2","EQUITY","CMI","Large Value","2003-06-30","170190","0","Industrials","26845771","-","-","-","-","-","-","3.3","33.27","6.92","12.17","26846.12","USD","2","18.69","18.1","-","0","-"
"Lowe's Companies Inc","0.2","EQUITY","LOW","Large Growth","2003-06-30","344568","0","Consumer Cyclical","26845293","-","-","-","-","-","-","-7.75","-1.37","19.61","26.76","66162.02","USD","4","11.75","24.57","-","0","-"
"Juniper Networks Inc","0.2","EQUITY","JNPR","Mid Value","2006-06-30","947225","0","Technology","26844356","-","-","-","-","-","-","-7.41","26.56","8.14","10.17","10752.2","USD","3","0.28","17.81","-","0","-"
"Devon Energy Corp","0.2","EQUITY","DVN","Mid Value","2003-06-30","831804","0","Energy","26842315","-","-","-","-","-","-","-8.82","-12.2","-22.58","-7.88","17691.7","USD","-","-26.03","7.19","-","0","-"
"Dollar General Corp","0.2","EQUITY","DG","Mid Core","2012-12-03","360271","0","Consumer Defensive","26836587","-","-","-","-","-","-","2.39","-18.51","11.38","8.28","20528.49","USD","3","1.77","16.94","-","0","-"
"Huntington Bancshares Inc","0.2","EQUITY","HBAN","Mid Value","2003-06-30","2039151","0","Financial Services","26835227","-","-","-","-","-","-","2.53","45.56","13.33","18.03","14497.22","USD","3","1.82","18.73","-","0","-"
"Citrix Systems Inc","0.2","EQUITY","CTXS","Mid Growth","2003-06-30","346016","0","Technology","26819700","-","-","-","-","-","-","-9.69","16.85","13.06","6.25","11813.75","USD","2","9.85","23.12","-","0","-"
"Dominion Energy Inc","0.2","EQUITY","D","Large Value","2003-06-30","341831","0","Utilities","26799550","-","-","-","-","-","-","1.99","5.98","8.74","10.76","49111.21","USD","4","3.92","22.57","-","0","-"
"Essex Property Trust Inc","0.2","EQUITY","ESS","Mid Growth","2014-04-02","101788","0","Real Estate","26797727","-","-","-","-","-","-","5.29","17.08","13.6","13.2","17289.31","USD","3","14.19","33.68","-","0","-"
"Weyerhaeuser Co","0.2","EQUITY","WY","Large Value","2003-06-30","815529","0","Basic Materials","26798283","-","-","-","-","-","-","-0.03","4.2","4.83","9.94","24681.39","USD","3","11","60.7","-","0","-"
"Crown Castle International Corp","0.2","EQUITY","CCI","Large Growth","2014-12-16","265530","0","Communication Services","26797288","-","-","-","-","-","-","8.64","9.17","15.31","12.52","41447.24","USD","3","19.76","87.2","-","0","-"
"Coach Inc","0.2","EQUITY","COH","Mid Core","2004-09-30","580056","0","Consumer Cyclical","26769584","-","-","-","-","-","-","11.25","16.81","14.17","0.37","13215.86","USD","3","36.17","25.41","-","0","-"
"Boston Properties Inc","0.2","EQUITY","BXP","Mid Core","2006-03-31","216382","0","Real Estate","26768617","-","-","-","-","-","-","1.3","-9.76","4.84","5.17","19168.08","USD","4","-0.05","47.31","-","0","-"
"WestRock Co A","0.2","EQUITY","WRK","Mid Value","2015-07-02","472955","0","Consumer Cyclical","26764523","-","-","-","-","-","-","5.95","34.73","8.72","16.86","14395.5","USD","2","14.5","59.1","-","0","-"
"Newell Brands Inc","0.2","EQUITY","NWL","Large Core","2003-06-30","509012","0","Consumer Defensive","26753671","-","-","-","-","-","-","11.06","-3.36","16.86","25.97","24488.34","USD","-","14.47","21.03","-","0","-"
"Brown-Forman Corp Class B","0.2","EQUITY","BF.B","Mid Core","2003-06-30","551261","0","Consumer Defensive","26747184","-","-","-","-","-","-","0.62","1.69","4.57","11.15","19033.89","USD","2","8.83","28.37","-","0","-"
"People's United Financial Inc","0.2","EQUITY","PBCT","Mid Value","2008-11-30","1533689","0","Financial Services","26747536","-","-","-","-","-","-","1.44","21.19","10.83","12.61","5936.8","USD","-","-6.48","18.91","-","0","-"
"EOG Resources Inc","0.2","EQUITY","EOG","Large Core","2003-06-30","300842","0","Energy","26744854","-","-","-","-","-","-","2.28","8.17","-6.14","11.81","52230.18","USD","3","-10.04","-","-","0","-"
"AT&T Inc","0.2","EQUITY","T","Large Value","2003-06-30","698632","0","Communication Services","26743633","-","-","-","-","-","-","2.39","-6.27","7.59","4.92","235960.2","USD","3","-6.18","18.13","-","0","-"
"Merck & Co Inc","0.2","EQUITY","MRK","Large Value","2003-06-30","420869","0","Healthcare","26733599","-","-","-","-","-","-","0.3","12.33","6.33","10.29","172588.88","USD","3","8.78","40.19","-","0","-"
"CVS Health Corp","0.2","EQUITY","CVS","Large Value","2003-06-30","339973","0","Healthcare","26721878","-","-","-","-","-","-","-3.28","-17.61","2.31","13.62","79435.48","USD","4","0.71","16.28","-","0","-"
"The Home Depot Inc","0.2","EQUITY","HD","Large Growth","2003-06-30","177169","0","Consumer Cyclical","26715314","-","-","-","-","-","-","-0.79","14.6","26.13","25.63","182621.02","USD","3","15.25","22.87","-","0","-"
"General Mills Inc","0.2","EQUITY","GIS","Large Value","2003-06-30","474688","0","Consumer Defensive","26686959","-","-","-","-","-","-","-0.68","-17.58","6.31","10.88","32415.69","USD","4","-6.72","20.28","-","0","-"
"Ingersoll-Rand PLC","0.19","EQUITY","IR","Large Core","2010-11-17","307561","0","Industrials","26674766","-","-","-","-","-","-","-1.38","32.32","15.76","20.79","22368.43","USD","3","18.58","22.21","-","0","-"
"Western Digital Corp","0.19","EQUITY","WDC","Large Value","2009-06-30","315082","0","Technology","26627580","-","-","-","-","-","-","-8.41","87.74","-5.21","16.82","23640.14","USD","3","20.93","-","-","0","-"
"Clorox Co","0.19","EQUITY","CLX","Mid Core","2003-06-30","197603","0","Consumer Defensive","26623052","-","-","-","-","-","-","2.24","2.85","18.52","15.79","17322.08","USD","2","14.09","26.53","-","0","-"
"Ford Motor Co","0.19","EQUITY","F","Large Value","2003-06-30","2434882","0","Consumer Cyclical","26613260","-","-","-","-","-","-","0.91","-3.97","-8.53","8.79","43492.34","USD","4","-5.61","11.53","-","0","-"
"Regeneron Pharmaceuticals Inc","0.19","EQUITY","REGN","Large Growth","2013-05-01","56952","0","Healthcare","26602849","-","-","-","-","-","-","7.93","8.16","12.93","27.9","50228.68","USD","3","27.7","47.02","-","0","-"
"E.I. du Pont de Nemours & Co","0.19","EQUITY","DD","Large Value","2003-06-30","326898","0","Basic Materials","26586614","-","-","-","-","-","-","5.05","21.87","11.61","13.55","71168.77","USD","2","13.28","29.29","-","0","-"
"Tiffany & Co","0.19","EQUITY","TIF","Mid Core","2003-06-30","286194","0","Consumer Cyclical","26573113","-","-","-","-","-","-","2.75","54.43","0.19","12.97","11592.35","USD","2","21.34","25.83","-","0","-"
"Sealed Air Corp","0.19","EQUITY","SEE","Mid Value","2003-06-30","613958","0","Consumer Cyclical","26559823","-","-","-","-","-","-","-3.39","-5.32","11.07","27.32","8515.89","USD","3","-3.37","23.9","-","0","-"
"Exxon Mobil Corp","0.19","EQUITY","XOM","Large Core","2003-06-30","329961","0","Energy","26558561","-","-","-","-","-","-","-0.81","-4.86","-3.86","1.41","339858.25","USD","3","-9.45","28.96","-","0","-"
"Dow Chemical Co","0.19","EQUITY","DOW","Large Value","2003-06-30","418593","0","Basic Materials","26551354","-","-","-","-","-","-","5.88","24.15","10.56","19.44","78435.05","USD","2","14.45","26.38","-","0","-"
"International Flavors & Fragrances Inc","0.19","EQUITY","IFF","Mid Core","2003-06-30","197521","0","Basic Materials","26532996","-","-","-","-","-","-","-2.19","1.18","11.55","21.14","10645.31","USD","4","15.49","26.8","-","0","-"
"Schlumberger Ltd","0.19","EQUITY","SLB","Large Growth","2003-06-30","388918","0","Energy","26531986","-","-","-","-","-","-","-4.09","-13.5","-12.55","0.96","93510.77","USD","3","-18.36","397.29","-","0","-"
"Fastenal Co","0.19","EQUITY","FAST","Mid Growth","2008-09-30","622698","0","Industrials","26508254","-","-","-","-","-","-","-2.97","6.42","2.1","2.87","12630.72","USD","3","-4.6","24.1","-","0","-"
"Intuit Inc","0.19","EQUITY","INTU","Large Growth","2003-06-30","193279","0","Technology","26506282","-","-","-","-","-","-","8.96","25.81","20.13","19.19","35076.1","USD","2","20.34","39.11","-","0","-"
"International Paper Co","0.19","EQUITY","IP","Large Value","2003-06-30","493714","0","Consumer Cyclical","26492693","-","-","-","-","-","-","2.34","21.69","7.25","13.9","22267.64","USD","2","3.38","28.84","-","0","-"
"Edison International","0.19","EQUITY","EIX","Large Value","2003-06-30","333376","0","Utilities","26483389","-","-","-","-","-","-","0.07","6.78","14.98","13.9","25833.57","USD","2","11.65","18.92","-","0","-"
"Omnicom Group Inc","0.19","EQUITY","OMC","Mid Value","2003-06-30","332508","0","Consumer Cyclical","26470962","-","-","-","-","-","-","-3.83","-0.16","6.45","11.69","18275.73","USD","3","-5.65","16","-","0","-"
"Church & Dwight Co Inc","0.19","EQUITY","CHD","Mid Core","2015-12-29","511315","0","Consumer Defensive","26470778","-","-","-","-","-","-","-0.53","1.06","16.96","13.56","12559.95","USD","2","14.89","29.82","-","0","-"
"Illinois Tool Works Inc","0.19","EQUITY","ITW","Large Core","2003-06-30","187154","0","Industrials","26469190","-","-","-","-","-","-","3.8","25.8","21.79","22.4","49358.04","USD","2","17.74","24.01","-","0","-"
"Envision Healthcare Corp","0.19","EQUITY","EVHC","Mid Core","2016-12-02","482630","0","Healthcare","26457777","-","-","-","-","-","-","-3.41","-20.54","4.5","13.88","6557.06","USD","-","-11.85","-","-","0","-"
"Hormel Foods Corp","0.19","EQUITY","HRL","Mid Core","2009-03-31","779406","0","Consumer Defensive","26445246","-","-","-","-","-","-","-2.62","-5.41","15.94","20.84","17796.29","USD","3","-1.81","20.53","-","0","-"
"Comcast Corp Class A","0.19","EQUITY","CMCSA","Large Growth","2003-06-30","666017","0","Communication Services","26440875","-","-","-","-","-","-","3.83","19.65","15.22","19.38","186649.55","USD","3","15.61","19.95","-","0","-"
"Macerich Co","0.19","EQUITY","MAC","Mid Value","2013-05-09","464432","0","Real Estate","26435469","-","-","-","-","-","-","-3.62","-27.63","3.23","5.34","8399.96","USD","-","-14.23","48.24","-","0","-"
"Dollar Tree Inc","0.19","EQUITY","DLTR","Mid Core","2011-12-19","359514","0","Consumer Defensive","26435064","-","-","-","-","-","-","-9.58","-22.86","9.81","7.71","17540.99","USD","4","-3.98","20.3","-","0","-"
"Wynn Resorts Ltd","0.19","EQUITY","WYNN","Mid Value","2008-11-30","209120","0","Consumer Cyclical","26420221","-","-","-","-","-","-","2.97","31.82","-13.69","10.12","13052.42","USD","3","48.55","48.48","-","0","-"
"Southern Co","0.19","EQUITY","SO","Large Value","2003-06-30","534730","0","Utilities","26394273","-","-","-","-","-","-","-0.84","-3.97","8.35","4.46","48764.34","USD","3","1.5","77.44","-","0","-"
"Tractor Supply Co","0.19","EQUITY","TSCO","Mid Core","2014-01-24","475271","0","Consumer Cyclical","26382293","-","-","-","-","-","-","-6.95","-32.85","-1.26","5.99","7326.87","USD","5","-24.15","17.64","-","0","-"
"Mettler-Toledo International Inc","0.19","EQUITY","MTD","Mid Growth","2016-09-06","45622","0","Healthcare","26353092","-","-","-","-","-","-","11.03","45.56","30.8","29.35","14800.46","USD","1","37.76","35.55","-","0","-"
"Eaton Corp PLC","0.19","EQUITY","ETN","Large Value","2003-06-30","357805","0","Industrials","26338026","-","-","-","-","-","-","-0.94","19.22","6.3","13.91","33150.95","USD","3","13.77","17.09","-","0","-"
"Snap-on Inc","0.19","EQUITY","SNA","Mid Core","2003-06-30","172046","0","Industrials","26297231","-","-","-","-","-","-","-9.6","1.34","9.68","19.31","8796.6","USD","2","-9.98","15.81","-","0","-"
"Mid-America Apartment Communities Inc","0.19","EQUITY","MAA","Mid Core","2016-12-02","252792","0","Real Estate","26275200","-","-","-","-","-","-","5.67","4.31","16.89","11.6","11787.94","USD","-","8.63","45.11","-","0","-"
"Entergy Corp","0.19","EQUITY","ETR","Mid Value","2003-06-30","341831","0","Utilities","26273131","-","-","-","-","-","-","1.55","0.41","6.32","5.2","13801.5","USD","3","7.01","-","-","0","-"
"Citizens Financial Group Inc","0.19","EQUITY","CFG","Mid Core","2016-01-29","745733","0","Financial Services","26264716","-","-","-","-","-","-","-4.12","60.11","-","-","18019.48","USD","-","1.26","15.22","-","0","-"
"Dentsply Sirona Inc","0.19","EQUITY","XRAY","Mid Core","2008-11-30","427846","0","Healthcare","26248352","-","-","-","-","-","-","-5.58","-2.78","10.11","11.26","14118.27","USD","2","6.99","41.06","-","0","-"
"Kellogg Co","0.19","EQUITY","K","Large Value","2003-06-30","372968","0","Consumer Defensive","26242028","-","-","-","-","-","-","-0.37","-13.01","6.83","9.5","24386.33","USD","3","-4.14","31.5","-","0","-"
"KeyCorp","0.19","EQUITY","KEY","Mid Value","2003-06-30","1455437","0","Financial Services","26241529","-","-","-","-","-","-","-2.14","59.12","13.47","19.12","20106.4","USD","3","1.7","21.65","-","0","-"
"C.H. Robinson Worldwide Inc","0.19","EQUITY","CHRW","Mid Core","2007-03-31","399350","0","Industrials","26237295","-","-","-","-","-","-","-6.74","0.74","1.77","6.93","9470.51","USD","4","-7.02","19.71","-","0","-"
"Microchip Technology Inc","0.19","EQUITY","MCHP","Mid Growth","2007-09-30","324620","0","Technology","26190342","-","-","-","-","-","-","11.79","52.35","23.83","21.17","19430.12","USD","3","31.27","114.37","-","0","-"
"Public Storage","0.19","EQUITY","PSA","Large Core","2005-12-31","130557","0","Real Estate","26155789","-","-","-","-","-","-","-1.99","-9.22","8.74","9.44","35059.82","USD","4","-8.06","28.74","-","0","-"
"TechnipFMC PLC","0.19","EQUITY","FTI","Large Value","2017-01-17","949555","0","Energy","26141249","-","-","-","-","-","-","-17.58","-2.86","-9.33","-9.03","10890.26","EUR","3","-31.16","11.41","-","0","-"
"Henry Schein Inc","0.19","EQUITY","HSIC","Mid Growth","2015-03-18","145894","0","Healthcare","26141287","-","-","-","-","-","-","0.35","9.28","15.24","18.53","14176.97","USD","2","17.8","27.16","-","0","-"
"UDR Inc","0.19","EQUITY","UDR","Mid Growth","2016-03-07","673796","0","Real Estate","26129809","-","-","-","-","-","-","3.54","8.08","12.98","10.87","10339.03","USD","-","8.43","33.92","-","0","-"
"Hasbro Inc","0.19","EQUITY","HAS","Mid Core","2003-06-30","251153","0","Consumer Cyclical","26104843","-","-","-","-","-","-","4.72","31.13","30.07","25.56","12944.64","USD","3","35.16","22.4","-","0","-"
"HCP Inc","0.19","EQUITY","HCP","Mid Core","2008-03-31","869148","0","Real Estate","26100514","-","-","-","-","-","-","1.07","-8.81","-1.25","-1.13","13998.55","USD","3","4.17","23.5","-","0","-"
"AvalonBay Communities Inc","0.19","EQUITY","AVB","Large Growth","2015-09-23","138971","0","Real Estate","26100144","-","-","-","-","-","-","-0.91","6.57","10.61","7.93","25885.87","USD","3","7.65","25.02","-","0","-"
"SL Green Realty Corp","0.19","EQUITY","SLG","Mid Core","2015-03-23","255217","0","Real Estate","26101043","-","-","-","-","-","-","-1.43","-9.72","0.77","6.83","10091.58","USD","3","-3.17","2564.75","-","0","-"
"Waters Corp","0.19","EQUITY","WAT","Mid Growth","2003-06-30","146491","0","Healthcare","26098837","-","-","-","-","-","-","2.39","12.96","19.6","18.19","14234.68","USD","3","32.34","27.07","-","0","-"
"Medtronic PLC","0.19","EQUITY","MDT","Large Core","2003-06-30","313252","0","Healthcare","26090759","-","-","-","-","-","-","0.27","-1.53","12.22","17.85","113723.35","USD","4","18.73","28.96","-","0","-"
"Danaher Corp","0.19","EQUITY","DHR","Large Core","2003-06-30","320746","0","Healthcare","26070235","-","-","-","-","-","-","-3.48","0.52","12.2","14.47","56276.83","USD","2","4.43","25.96","-","0","-"
"Xilinx Inc","0.19","EQUITY","XLNX","Mid Core","2003-06-30","414378","0","Technology","26064376","-","-","-","-","-","-","1.1","25.65","17.35","15.65","15731.5","USD","2","5.95","27.04","-","0","-"
"Boston Scientific Corp","0.19","EQUITY","BSX","Large Growth","2003-06-30","974120","0","Healthcare","26047969","-","-","-","-","-","-","1.82","11.14","27.95","38.26","36814.17","USD","3","24.04","47.6","-","0","-"
"W.W. Grainger Inc","0.19","EQUITY","GWW","Mid Value","2003-06-30","153687","0","Industrials","26045336","-","-","-","-","-","-","-9.17","-20.28","-7.76","-1.37","9827.61","USD","4","-25.58","19.56","-","0","-"
"SCANA Corp","0.19","EQUITY","SCG","Mid Value","2008-12-31","398238","0","Utilities","26020871","-","-","-","-","-","-","-0.8","-10.98","11.96","8.62","9116.67","USD","3","-11.28","15.48","-","0","-"
"Hilton Worldwide Holdings Inc","0.19","EQUITY","HLT","Mid Core","2017-06-19","418538","0","Consumer Cyclical","26003766","-","-","-","-","-","-","4.35","26.91","6.94","-","20418.9","USD","4","7.17","69.22","-","0","-"
"Cerner Corp","0.19","EQUITY","CERN","Large Growth","2010-04-30","408876","0","Technology","25996336","-","-","-","-","-","-","-1.62","-4.86","4.59","11.36","20916.23","USD","3","33.16","31.86","-","0","-"
"Northern Trust Corp","0.19","EQUITY","NTRS","Mid Core","2003-06-30","295366","0","Financial Services","25986301","-","-","-","-","-","-","-1.29","35.53","11.95","16.06","20332.96","USD","3","0.79","20.23","-","0","-"
"Paychex Inc","0.19","EQUITY","PAYX","Mid Core","2003-06-30","462778","0","Industrials","25984985","-","-","-","-","-","-","-2.78","-1.14","14.45","14.44","20158.51","USD","2","-5.54","24.93","-","0","-"
"Jacobs Engineering Group Inc","0.19","EQUITY","JEC","Mid Value","2007-10-31","493171","0","Industrials","25975317","-","-","-","-","-","-","-3.65","-0.15","1.57","6.3","6314.14","USD","3","-7.14","30.51","-","0","-"
"Praxair Inc","0.19","EQUITY","PX","Large Core","2003-06-30","198984","0","Basic Materials","25931595","-","-","-","-","-","-","3.66","14.19","2.52","6.32","37226.06","USD","3","12.4","24.37","-","0","-"
"Universal Health Services Inc Class B","0.19","EQUITY","UHS","Mid Value","2014-09-22","238917","0","Healthcare","25893824","-","-","-","-","-","-","-11.68","-15.02","0.88","22.85","10451.21","USD","-","1.8","14.75","-","0","-"
"Nucor Corp","0.19","EQUITY","NUE","Mid Value","2003-06-30","453253","0","Basic Materials","25885279","-","-","-","-","-","-","-5.29","10.67","7.28","10.48","18339.1","USD","2","-2.16","17.31","-","0","-"
"Perrigo Co PLC","0.19","EQUITY","PRGO","Mid Value","2011-12-19","378917","0","Healthcare","25883820","-","-","-","-","-","-","-7.56","-26.24","-22.79","-9.64","9669.28","USD","3","-18.6","-","-","0","-"
"Applied Materials Inc","0.19","EQUITY","AMAT","Large Growth","2015-09-23","605720","0","Technology","25864244","-","-","-","-","-","-","3.12","63.9","27.72","31.9","46015.73","USD","1","33.31","17.77","-","0","-"
"Delta Air Lines Inc","0.19","EQUITY","DAL","Large Value","2013-09-11","511221","0","Industrials","25852446","-","-","-","-","-","-","4.47","40.72","11.96","41.43","36643.17","USD","3","3.71","10","-","0","-"
"Norfolk Southern Corp","0.19","EQUITY","NSC","Large Core","2003-06-30","227886","0","Industrials","25849109","-","-","-","-","-","-","-1.39","33.58","6.29","11.02","33028.52","USD","3","7.74","18.64","-","0","-"
"National Oilwell Varco Inc","0.19","EQUITY","NOV","Mid Value","2005-03-31","792169","0","Energy","25840553","-","-","-","-","-","-","-0.06","2.52","-23.81","-9.32","12609.68","USD","3","-11.11","-","-","0","-"
"Philip Morris International Inc","0.19","EQUITY","PM","Large Core","2008-03-31","225610","0","Consumer Defensive","25830089","-","-","-","-","-","-","4.14","20.12","15.64","7.85","178243.88","USD","2","27.71","25.39","-","0","-"
"JM Smucker Co","0.19","EQUITY","SJM","Mid Value","2008-11-30","213116","0","Consumer Defensive","25823266","-","-","-","-","-","-","-2.69","-20.31","8.73","12.1","13775.16","USD","4","-3.97","23.82","-","0","-"
"AutoNation Inc","0.19","EQUITY","AN","Small Value","2003-06-30","666668","0","Consumer Cyclical","25813385","-","-","-","-","-","-","-1.81","-19.73","-9.78","0.44","3987.44","USD","4","-18.4","9.88","-","0","-"
"The Kraft Heinz Co","0.19","EQUITY","KHC","Large Value","2012-10-02","298360","0","Consumer Defensive","25811124","-","-","-","-","-","-","-2.72","4.12","-","-","105520.08","USD","2","0.62","30.84","-","0","-"
"PPG Industries Inc","0.19","EQUITY","PPG","Large Value","2003-06-30","246518","0","Basic Materials","25803039","-","-","-","-","-","-","-4.08","2.41","2.95","15.43","26932.94","USD","3","11.66","36.85","-","0","-"
"Mondelez International Inc Class A","0.19","EQUITY","MDLZ","Large Value","2007-03-31","594040","0","Consumer Defensive","25787276","-","-","-","-","-","-","-3.06","4.09","7.69","8.63","65552.19","USD","4","-1.06","38.14","-","0","-"
"Skyworks Solutions Inc","0.19","EQUITY","SWKS","Mid Growth","2015-03-12","253239","0","Technology","25777198","-","-","-","-","-","-","2.21","59.16","26.51","30.12","18842.55","USD","3","38.53","19.68","-","0","-"
"McKesson Corp","0.19","EQUITY","MCK","Large Value","2003-06-30","165855","0","Healthcare","25763916","-","-","-","-","-","-","8.96","-19.88","-6.58","12.8","32525.2","USD","4","10.54","7.08","-","0","-"
"Hess Corp","0.19","EQUITY","HES","Mid Value","2003-06-30","595732","0","Energy","25741580","-","-","-","-","-","-","-2.71","-15.82","-22.17","0.43","14096.37","USD","3","-28","-","-","0","-"
"Varian Medical Systems Inc","0.19","EQUITY","VAR","Mid Core","2007-02-28","264987","0","Healthcare","25740837","-","-","-","-","-","-","5.49","13.62","8.92","14.2","8880.55","USD","3","19.99","27.29","-","0","-"
"The Mosaic Co","0.19","EQUITY","MOS","Mid Value","2011-09-26","1152713","0","Basic Materials","25728554","-","-","-","-","-","-","-2.53","-10.91","-18.21","-13.72","7926.7","USD","4","-21.56","53.76","-","0","-"
"The AES Corp","0.19","EQUITY","AES","Mid Value","2003-06-30","2312308","0","Utilities","25712865","-","-","-","-","-","-","0.99","-6.93","-5.93","0.69","7314.4","USD","3","-1.55","-","-","0","-"
"Pentair PLC","0.19","EQUITY","PNR","Mid Core","2014-06-03","408999","0","Industrials","25705587","-","-","-","-","-","-","-2.73","3.67","1.03","9.6","11462.22","USD","3","14.49","30.81","-","0","-"
"Concho Resources Inc","0.19","EQUITY","CXO","Mid Value","2016-02-22","218755","0","Energy","25694962","-","-","-","-","-","-","-6.59","-5.7","-5.61","5.99","17656.6","USD","-","-10.46","80.77","-","0","-"
"Sherwin-Williams Co","0.19","EQUITY","SHW","Large Growth","2003-06-30","76789","0","Basic Materials","25649830","-","-","-","-","-","-","-0.79","12.81","18.18","20.64","31298.95","USD","3","25.31","26.66","-","0","-"
"Fluor Corp","0.19","EQUITY","FLR","Mid Value","2003-06-30","584676","0","Industrials","25643889","-","-","-","-","-","-","-20.42","-22.74","-16.44","-3.38","5604.34","USD","4","-22.92","50.08","-","0","-"
"Alaska Air Group Inc","0.19","EQUITY","ALK","Mid Value","2016-09-19","301341","0","Industrials","25610972","-","-","-","-","-","-","0.87","33.67","26.77","38.92","10607.13","USD","-","-2.55","13.96","-","0","-"
