"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"AK Steel Holding Corp","0.11","EQUITY","AKS","Small Value","2013-12-31","4727598","-84011","Basic Materials","31060319","-","-","-","-","-","-","-5.04","-11.36","-16.5","2.15","1719.07","USD","3","-46.52","16.55","-","-","-"
"Xenia Hotels & Resorts Inc","0.11","EQUITY","XHR","Small Core","2015-03-31","1603366","-29549","Real Estate","31057199","-","-","-","-","-","-","15.23","21.62","-","-","2147.66","USD","-","6.39","21.39","-","-","-"
"Cliffs Natural Resources Inc","0.11","EQUITY","CLF","Small Value","2013-06-30","4454003","270271","Basic Materials","30821701","-","-","-","-","-","-","21.04","-5.67","-22.91","-24.84","2268.27","USD","-","-9.04","16.28","-","-","-"
"Hillenbrand Inc","0.11","EQUITY","HI","Small Core","2009-06-30","850991","-24687","Industrials","30720775","-","-","-","-","-","-","-2.1","18.48","9.64","17.7","2319.42","USD","-","-2.97","19.07","-","-","-"
"Peabody Energy Corp","0.11","EQUITY","BTU","-","2017-06-30","1255907","1255907","Basic Materials","30706926","-","-","-","-","-","-","18.62","-","-","-","2742.98","USD","-","-","-","-","-","-"
"KB Home","0.11","EQUITY","KBH","Small Core","2009-06-30","1280880","110022","Consumer Cyclical","30702694","-","-","-","-","-","-","16.06","50.93","13.1","20.99","2004.39","USD","-","48.67","18.02","-","-","-"
"McDermott International Inc","0.11","EQUITY","MDR","Small Value","2013-06-30","4263449","461580","Energy","30568929","-","-","-","-","-","-","7.21","36.81","-2.69","-10.62","1899.8","USD","-","-9.47","25.73","-","-","-"
"LTC Properties Inc","0.11","EQUITY","LTC","Small Core","2006-06-30","594167","-10670","Real Estate","30534242","-","-","-","-","-","-","9.62","2.37","13.91","11.32","2010.33","USD","-","10.96","22.88","-","-","-"
"Clovis Oncology Inc","0.11","EQUITY","CLVS","Small Core","2012-12-31","325462","18524","Healthcare","30473007","-","-","-","-","-","-","52.84","408.42","29.39","41.01","3548.2","USD","-","76.72","-","-","-","-"
"Teledyne Technologies Inc","0.11","EQUITY","TDY","Mid Growth","2009-06-30","238284","-242074","Technology","30416953","-","-","-","-","-","-","9.29","40.8","17.16","18.22","5233","USD","-","20.57","29.08","-","-","-"
"VeriFone Systems Inc","0.11","EQUITY","PAY","Small Core","2013-06-30","1676218","-30133","Industrials","30339546","-","-","-","-","-","-","1.93","-1.61","-17.5","-12.72","2123.76","USD","2","7.11","-","-","-","-"
"Whiting Petroleum Corp","0.11","EQUITY","WLL","Small Value","2015-09-30","5447994","-95692","Energy","30018447","-","-","-","-","-","-","-32.99","-30.12","-61","-33.85","1893.78","USD","-","-56.57","-","-","-","-"
"Chicago Bridge & Iron Co NV","0.11","EQUITY","CBI","Small Value","2016-03-31","1516771","-13415","Industrials","29925892","-","-","-","-","-","-","-41.42","-48.43","-33.07","-12.92","1711.33","USD","5","-46.11","-","-","-","-"
"Owens & Minor Inc","0.11","EQUITY","OMI","Small Value","2003-06-30","919029","-14360","Healthcare","29583544","-","-","-","-","-","-","-13.37","-16.48","-1.27","3.52","1738.22","USD","4","-18.09","18.08","-","-","-"
"International Bancshares Corp","0.11","EQUITY","IBOC","Small Value","2009-06-30","843204","-13303","Financial Services","29554300","-","-","-","-","-","-","-2.97","33.15","14.68","15.83","2374.66","USD","-","-11.08","17.98","-","-","-"
"C&J Energy Services Inc","0.11","EQUITY","CJESQ","Small Value","2017-06-30","855884","855884","Energy","29331145","-","-","-","-","-","-","-16.22","-77.37","-77.11","-56.55","2072.82","USD","-","36.56","-","-","-","-"
"Acxiom Corp","0.11","EQUITY","ACXM","Small Growth","2013-12-31","1119587","-13639","Technology","29086870","-","-","-","-","-","-","-13.43","8.57","10.48","8.83","1989.39","USD","-","-6.42","501.6","-","-","-"
"BOK Financial Corp","0.11","EQUITY","BOKF","Mid Value","2013-06-30","343937","-8531","Financial Services","28935420","-","-","-","-","-","-","1.97","34.91","11.16","10.09","5586.56","USD","-","3.9","18.65","-","-","-"
"Granite Construction Inc","0.11","EQUITY","GVA","Small Core","2003-06-30","598027","-7648","Industrials","28848822","-","-","-","-","-","-","0.34","8.93","18.44","17.97","2117.17","USD","-","-2.91","48.75","-","-","-"
"American Eagle Outfitters Inc","0.11","EQUITY","AEO","Small Value","2013-12-31","2393635","-108112","Consumer Cyclical","28843302","-","-","-","-","-","-","-14.03","-32.62","8.45","-5.1","2086.54","USD","-","-20.63","10.92","-","-","-"
"Bloomin Brands Inc","0.11","EQUITY","BLMN","Small Value","2014-09-30","1354793","-216974","Consumer Cyclical","28762255","-","-","-","-","-","-","-20.52","-3.22","-3.43","-","1602.85","USD","-","-3.94","18.65","-","-","-"
"Oasis Petroleum Inc","0.11","EQUITY","OAS","Small Value","2015-09-30","3566776","-63305","Energy","28712547","-","-","-","-","-","-","-27.67","0.62","-46.6","-20.92","1911.15","USD","4","-46.83","-","-","-","-"
"Cooper Tire & Rubber Co","0.11","EQUITY","CTB","Small Value","2003-06-30","795124","-9927","Consumer Cyclical","28703976","-","-","-","-","-","-","-8.06","6.73","8.59","17.14","1924.12","USD","-","-5.89","9.02","-","-","-"
"Weatherford International PLC","0.11","EQUITY","WFT","Mid Core","2016-12-31","7401762","-114048","Energy","28644819","-","-","-","-","-","-","-13.52","-19.29","-42.12","-18.2","4302.3","USD","3","-12.83","-","-","-","-"
"Cars.com Inc","0.11","EQUITY","CARS","Small Growth","2017-05-31","1075136","-21471","Consumer Cyclical","28630872","-","-","-","-","-","-","-","-","-","-","1763.25","USD","-","-","17.98","-","-","-"
"Diebold Nixdorf Inc","0.11","EQUITY","DBD","Small Value","2007-06-30","1020501","-13045","Technology","28574028","-","-","-","-","-","-","-18.96","-14.48","-12.54","-2.94","1702.77","USD","-","-9.54","-","-","-","-"
"Park Hotels & Resorts Inc","0.1","EQUITY","PK","Mid Value","2017-03-31","1048351","65996","Consumer Cyclical","28263543","-","-","-","-","-","-","3.19","-","-","-","5680.25","USD","-","0.64","2.27","-","-","-"
"Genworth Financial Inc","0.1","EQUITY","GNW","Small Value","2015-03-31","7494728","-122661","Financial Services","28255125","-","-","-","-","-","-","-8.06","2.4","-35.89","-4.56","1706.41","USD","-","-10.24","-","-","-","-"
"United Community Banks Inc","0.1","EQUITY","UCBI","Small Core","2015-12-31","1012899","-15863","Financial Services","28158592","-","-","-","-","-","-","-0.72","46.06","21.22","31.8","1961.2","USD","-","-6.11","19.46","-","-","-"
"Matthews International Corp Class A","0.1","EQUITY","MATW","Small Core","2013-06-30","459664","-8480","Consumer Cyclical","28154420","-","-","-","-","-","-","-1.97","12.74","15.92","18.62","2119.51","USD","-","-13.65","27.78","-","-","-"
"Cabot Microelectronics Corp","0.1","EQUITY","CCMP","Small Core","2013-06-30","379532","16210","Technology","28020848","-","-","-","-","-","-","-8.79","45","21.8","19.04","1805.95","USD","-","13.84","22.35","-","-","-"
"Invesco Mortgage Capital Inc","0.1","EQUITY","IVR","Small Value","2010-12-31","1676205","-29033","Real Estate","28009386","-","-","-","-","-","-","7.48","22.75","8.39","6.24","1862.68","USD","-","19.79","4.08","-","-","-"
"Brinker International Inc","0.1","EQUITY","EAT","Small Value","2011-06-30","734916","-12115","Consumer Cyclical","28000300","-","-","-","-","-","-","-20.21","-20.6","-5.04","3.95","1698.39","USD","-","-28.55","11.49","-","-","-"
"NeuStar Inc","0.1","EQUITY","NSR","Small Value","2014-12-31","837788","-3499","Industrials","27940230","-","-","-","-","-","-","0.9","37.52","6.33","-0.78","1868.53","USD","-","0.3","10.24","-","-","-"
"United Natural Foods Inc","0.1","EQUITY","UNFI","Small Value","2016-03-31","760080","-13156","Consumer Defensive","27894936","-","-","-","-","-","-","-11.43","-23.2","-14.71","-7.3","1882.88","USD","-","-22.05","14.94","-","-","-"
"Potlatch Corp","0.1","EQUITY","PCH","Small Value","2003-06-30","609925","-9932","Real Estate","27873573","-","-","-","-","-","-","9.23","32.28","8.69","10.04","1967.6","USD","-","18.13","23.87","-","-","-"
"Allegheny Technologies Inc","0.1","EQUITY","ATI","Small Core","2013-06-30","1634808","-30255","Industrials","27808084","-","-","-","-","-","-","11.61","7.94","-20.13","-6.81","2019.72","USD","4","16.45","-","-","-","-"
"Dril-Quip Inc","0.1","EQUITY","DRQ","Small Core","2016-06-30","568273","-6143","Energy","27731722","-","-","-","-","-","-","-14.97","-22.73","-24.96","-9.97","1611.9","USD","-","-29.06","78.47","-","-","-"
"Astoria Financial Corporation","0.1","EQUITY","AF","Small Core","2013-12-31","1375377","-18751","Financial Services","27713847","-","-","-","-","-","-","-1.08","37.73","17.47","16.9","2044.53","USD","-","8.42","34.66","-","-","-"
"Renasant Corp","0.1","EQUITY","RNST","Small Core","2016-12-31","633605","-5340","Financial Services","27713883","-","-","-","-","-","-","-1.88","34.21","16.19","20.36","1871.74","USD","-","0.71","19.25","-","-","-"
"Halyard Health Inc","0.1","EQUITY","HYH","Small Value","2014-11-30","701476","-12027","Healthcare","27553977","-","-","-","-","-","-","16.45","19.26","-","-","1993.8","USD","-","15.22","40.97","-","-","-"
"Quaker Chemical Corp","0.1","EQUITY","KWR","Small Growth","2011-06-30","189633","-2906","Basic Materials","27540401","-","-","-","-","-","-","-1.54","45.24","25.79","26.92","1854.88","USD","-","9.74","35.37","-","-","-"
"Herman Miller Inc","0.1","EQUITY","MLHR","Small Core","2013-06-30","898100","-17636","Industrials","27302240","-","-","-","-","-","-","1.86","5.38","7.44","14.63","2022.87","USD","-","-0.18","16.49","-","-","-"
"Cooper-Standard Holdings Inc","0.1","EQUITY","CPS","Small Core","2014-03-31","268305","-2163","Consumer Cyclical","27063925","-","-","-","-","-","-","-6.49","14.09","17.93","24.62","1830.64","USD","-","-0.84","12.89","-","-","-"
"Semgroup Corp","0.1","EQUITY","SEMG","Small Value","2015-12-31","996679","-13417","Energy","26910333","-","-","-","-","-","-","-16.43","-10.58","-26.93","-1.68","2321.04","USD","-","-36.77","127.25","-","-","-"
"Spirit Airlines Inc","0.1","EQUITY","SAVE","Small Value","2016-09-30","521032","-8891","Industrials","26911303","-","-","-","-","-","-","-34.13","-3.41","-15.89","13.77","2708.86","USD","-","-32.51","11.32","-","-","-"
"Lexington Realty Trust","0.1","EQUITY","LXP","Small Value","2015-03-31","2709464","-6301","Real Estate","26850788","-","-","-","-","-","-","5.99","4.92","3.6","8.44","2444.87","USD","-","-2.59","29.91","-","-","-"
"Banner Corp","0.1","EQUITY","BANR","Small Core","2012-12-31","473848","-11334","Financial Services","26777150","-","-","-","-","-","-","3.51","43.22","15.48","21.2","1909.24","USD","-","5.88","21.09","-","-","-"
"Korn/Ferry International","0.1","EQUITY","KFY","Small Core","2007-12-31","772821","-16519","Industrials","26685509","-","-","-","-","-","-","3.03","50.02","5.41","20.06","1910.81","USD","-","14.68","22.82","-","-","-"
"California Water Service Group","0.1","EQUITY","CWT","Small Core","2003-06-30","723432","-9674","Utilities","26622298","-","-","-","-","-","-","12.97","22.37","21.03","17.74","1865.52","USD","-","16.19","32.38","-","-","-"
"Plexus Corp","0.1","EQUITY","PLXS","Small Core","2013-06-30","506349","-9450","Technology","26618767","-","-","-","-","-","-","3.27","15.14","9.9","12.78","1759.41","USD","-","-3.05","17.58","-","-","-"
"Versum Materials Inc","0.1","EQUITY","VSM","Small Growth","2016-10-31","817298","-14384","Basic Materials","26562185","-","-","-","-","-","-","16.33","-","-","-","3884.04","USD","2","27.57","20.58","-","-","-"
"Capitol Federal Financial Inc","0.1","EQUITY","CFFN","Small Value","2011-12-31","1867077","-30017","Financial Services","26531164","-","-","-","-","-","-","-1.94","6.57","11.99","9.82","1940.35","USD","-","-11.63","22.65","-","-","-"
"HNI Corp","0.1","EQUITY","HNI","Small Core","2007-06-30","664918","-16261","Industrials","26510281","-","-","-","-","-","-","-19.25","-28.36","3.78","8.9","1607.15","USD","-","-33.76","26.24","-","-","-"
"Stepan Co","0.1","EQUITY","SCL","Small Core","2010-12-31","303849","-4266","Basic Materials","26477402","-","-","-","-","-","-","-4.31","24.31","18.94","13.68","1822.65","USD","-","-0.23","21.12","-","-","-"
"Watts Water Technologies Inc A","0.1","EQUITY","WTS","Small Core","1999-12-31","418881","-6615","Industrials","26473279","-","-","-","-","-","-","8.75","8.83","5.77","13.1","2265.38","USD","-","2.1","25.46","-","-","-"
"Government Properties Income Trust","0.1","EQUITY","GOV","Small Value","2009-12-31","1444783","357260","Real Estate","26453977","-","-","-","-","-","-","-8.39","-15.42","0.16","4.12","1765.18","USD","-","3.02","30.58","-","-","-"
"Myriad Genetics Inc","0.1","EQUITY","MYGN","Small Growth","2016-09-30","1023680","-15839","Healthcare","26451891","-","-","-","-","-","-","13.55","-19.99","-12.51","0.17","1695.47","USD","3","49.31","55.31","-","-","-"
"Penn National Gaming Inc","0.1","EQUITY","PENN","Small Core","2016-12-31","1232155","81433","Consumer Cyclical","26368117","-","-","-","-","-","-","9.85","43.1","25.02","11.95","1869.37","USD","-","48.8","20.73","-","-","-"
"Carpenter Technology Corp","0.1","EQUITY","CRS","Small Core","2015-03-31","702550","-11335","Industrials","26296447","-","-","-","-","-","-","7.26","8.18","-8.2","-2.13","1863.54","USD","3","11.22","52.46","-","-","-"
"Louisiana-Pacific Corp","0.1","EQUITY","LPX","Small Value","2013-06-30","1087238","-15849","Basic Materials","26213308","-","-","-","-","-","-","-2.86","19.47","21","16.93","3544.63","USD","2","29.32","13.91","-","-","-"
"Argo Group International Holdings Ltd","0.1","EQUITY","AGII","Small Value","2007-12-31","430401","-4597","Financial Services","26082301","-","-","-","-","-","-","-9.18","12.11","14.48","22.77","1806.87","USD","-","-8.36","11.85","-","-","-"
"American States Water Co","0.1","EQUITY","AWR","Small Value","2013-12-31","549322","-9811","Utilities","26043356","-","-","-","-","-","-","16.79","23.01","20.21","21.55","1859.72","USD","-","12.45","27.43","-","-","-"
"NOW Inc","0.1","EQUITY","DNOW","Small Value","2014-06-30","1618206","-26706","Energy","26020752","-","-","-","-","-","-","-19.22","-32.31","-25.6","-","1453.16","USD","-","-34.1","-","-","-","-"
"Magellan Health Inc","0.1","EQUITY","MGLN","Small Core","2013-06-30","356262","407","Healthcare","25971500","-","-","-","-","-","-","6.9","27.16","9.67","9.28","1779.74","USD","-","-0.13","21.53","-","-","-"
"SkyWest Inc","0.1","EQUITY","SKYW","Small Value","2002-06-30","738408","-11927","Industrials","25918121","-","-","-","-","-","-","1.6","36.53","55.38","42.53","1906.56","USD","-","1.54","-","-","-","-"
"Independent Bank Corp","0.1","EQUITY","INDB","Small Core","2003-06-30","387367","-4763","Financial Services","25818011","-","-","-","-","-","-","11.23","45.36","27.25","20.99","1938.88","USD","-","1.97","24.14","-","-","-"
"Northwest Natural Gas Co","0.09","EQUITY","NWN","Small Value","1998-06-30","430404","-4450","Utilities","25759679","-","-","-","-","-","-","10.78","3.98","17.65","8.74","1863.05","USD","-","11.05","29.28","-","-","-"
"Quality Care Properties Inc","0.09","EQUITY","QCP","-","2016-11-30","1406668","-23762","Real Estate","25756091","-","-","-","-","-","-","-1.79","-","-","-","1593.03","USD","-","9.81","23.06","-","-","-"
"Universal Forest Products Inc","0.09","EQUITY","UFPI","Small Core","1998-06-30","292985","-2282","Basic Materials","25580520","-","-","-","-","-","-","-7.6","-20.2","24.5","20.9","1734.01","USD","-","-16.46","16.85","-","-","-"
"Children's Place Inc","0.09","EQUITY","PLCE","Small Value","2011-06-30","250478","-11528","Consumer Cyclical","25573804","-","-","-","-","-","-","-1.08","46.79","31.74","18.11","2020.49","USD","-","14.12","18.94","-","-","-"
"Fresh Del Monte Produce Inc","0.09","EQUITY","FDP","Small Core","2009-12-31","499324","-9963","Consumer Defensive","25420585","-","-","-","-","-","-","-5.68","-15.86","19.82","16.05","2503.98","USD","-","-17.09","15.86","-","-","-"
"PRA Group Inc","0.09","EQUITY","PRAA","Small Core","2016-06-30","663140","-44814","Financial Services","25133006","-","-","-","-","-","-","15.52","41.5","-13.53","3.48","1797.19","USD","-","-1.02","17.83","-","-","-"
"Avon Products Inc","0.09","EQUITY","AVP","Small Value","2015-03-31","6610509","-85893","Consumer Defensive","25119934","-","-","-","-","-","-","-20.72","-43.28","-37.52","-23.58","1262.66","USD","4","-43.06","-","-","-","-"
"Wesbanco Inc","0.09","EQUITY","WSBC","Small Value","2003-06-30","629489","-7410","Financial Services","24889995","-","-","-","-","-","-","-5.51","25.95","10.78","15.27","1671.87","USD","-","-10.61","17.42","-","-","-"
"Taylor Morrison Home Corp Class A","0.09","EQUITY","TMHC","Small Core","2014-03-31","1034636","133023","Consumer Cyclical","24841610","-","-","-","-","-","-","-2.96","32.6","7.63","-","2673.96","USD","-","15.94","11.94","-","-","-"
"Integra Lifesciences Holdings Corp","0.09","EQUITY","IART","Small Growth","2013-06-30","454505","-459890","Healthcare","24775068","-","-","-","-","-","-","6.77","16.03","29.25","22.39","3832.08","USD","-","14.42","59.85","-","-","-"
"Enstar Group Ltd","0.09","EQUITY","ESGR","Small Growth","2009-12-31","123798","-254","Financial Services","24592473","-","-","-","-","-","-","5.65","21.47","13.33","15.9","3942.52","USD","-","2.66","15.09","-","-","-"
"Universal Corp","0.09","EQUITY","UVV","Small Value","2003-06-30","379863","-6723","Consumer Defensive","24577136","-","-","-","-","-","-","-15.34","7.38","8.05","9.18","1517.9","USD","-","-3.42","68.12","-","-","-"
"First Financial Bancorp","0.09","EQUITY","FFBC","Small Core","2003-06-30","885773","-13948","Financial Services","24535912","-","-","-","-","-","-","-7.59","24.75","19.23","13","1600.16","USD","-","-8.3","17.17","-","-","-"
"Select Medical Holdings Corp","0.09","EQUITY","SEM","Small Core","2010-06-30","1595895","-9054","Healthcare","24496988","-","-","-","-","-","-","25.18","58.8","4.1","11.2","2276.83","USD","-","29.43","30.09","-","-","-"
"Green Dot Corp","0.09","EQUITY","GDOT","Small Growth","2012-12-31","635621","-56006","Financial Services","24490477","-","-","-","-","-","-","14.45","67.67","27.01","31.79","1973.6","USD","-","68.45","41.76","-","-","-"
"Monogram Residential Trust Inc","0.09","EQUITY","MORE","Small Core","2015-03-31","2507789","1236421","Real Estate","24350631","-","-","-","-","-","-","20.53","17.61","-","-","2002.71","USD","-","12.2","18.17","-","-","-"
"Benchmark Electronics Inc","0.09","EQUITY","BHE","Small Value","1998-06-30","747392","-280","Technology","24140762","-","-","-","-","-","-","3.29","40.27","11.08","16.25","1638.79","USD","-","8.03","26.15","-","-","-"
"NBT Bancorp Inc","0.09","EQUITY","NBTB","Small Value","2003-06-30","651671","-8871","Financial Services","24079243","-","-","-","-","-","-","-7.01","22.07","18.22","13.71","1550.95","USD","-","-13.66","19.51","-","-","-"
"Portola Pharmaceuticals Inc","0.09","EQUITY","PTLA","Small Growth","2013-09-30","428496","-435838","Healthcare","24068620","-","-","-","-","-","-","56.05","121.46","33.65","-","3506.74","USD","-","174.06","-","-","-","-"
"Superior Energy Services Inc","0.09","EQUITY","SPN","Small Value","2013-06-30","2298090","-21199","Energy","23969079","-","-","-","-","-","-","-0.47","-32.32","-31.89","-11.98","1608.89","USD","4","-37.74","-","-","-","-"
"TTM Technologies Inc","0.09","EQUITY","TTMI","Small Core","2010-06-30","1376236","74559","Technology","23891457","-","-","-","-","-","-","-19.62","31.51","21.27","7.31","1360.82","USD","-","-1.87","19.38","-","-","-"
"La-Z-Boy Inc","0.09","EQUITY","LZB","Small Growth","2013-06-30","733799","-12338","Consumer Cyclical","23848468","-","-","-","-","-","-","15.37","11.28","18.11","23.13","1603.05","USD","-","6.99","19.08","-","-","-"
"Kemper Corp","0.09","EQUITY","KMPR","Small Core","2008-06-30","615865","28020","Financial Services","23772389","-","-","-","-","-","-","23.62","41.53","13.2","9.92","2442.34","USD","-","8.53","52.31","-","-","-"
"Innospec Inc","0.09","EQUITY","IOSP","Small Value","2013-06-30","362216","13321","Basic Materials","23743259","-","-","-","-","-","-","-3.11","9.77","17.31","16.48","1511.79","USD","-","-7.99","19.22","-","-","-"
"Greif Inc Class A","0.09","EQUITY","GEF","Small Value","2012-12-31","423047","-24096","Consumer Cyclical","23597562","-","-","-","-","-","-","-1.17","47.21","7.92","8.51","2819.01","USD","-","13.1","34.87","-","-","-"
"Otter Tail Corp","0.09","EQUITY","OTTR","Small Value","2003-06-30","595577","-5797","Utilities","23584849","-","-","-","-","-","-","6.45","20.63","16.23","14.8","1597.92","USD","-","0.71","23.65","-","-","-"
"Ensco PLC Class A","0.09","EQUITY","ESV","Small Value","2015-12-31","4561543","-68521","Energy","23537562","-","-","-","-","-","-","-25.77","-37.09","-47.1","-26.45","1619.27","USD","4","-45.06","-","-","-","-"
"Coeur Mining Inc","0.09","EQUITY","CDE","Small Core","2017-03-31","2728434","1347572","Basic Materials","23409964","-","-","-","-","-","-","-5.59","-50.64","1.32","-13.59","1409.88","USD","-","-14.52","18.5","-","-","-"
"Tenet Healthcare Corp","0.09","EQUITY","THC","Small Core","2013-06-30","1209302","-6969","Healthcare","23387901","-","-","-","-","-","-","-5.04","-38.57","-31.99","-2.22","1685.89","USD","3","13.01","-","-","-","-"
"Washington Prime Group Inc","0.09","EQUITY","WPG","Small Value","2014-09-30","2787794","-48110","Real Estate","23333836","-","-","-","-","-","-","13.47","-20.22","-13.68","-","1690.46","USD","-","-7.78","9.89","-","-","-"
"Dean Foods Co","0.09","EQUITY","DF","Small Value","2013-09-30","1366026","-21493","Consumer Defensive","23222442","-","-","-","-","-","-","-22.87","-17.13","0.34","8.43","1352.32","USD","-","-30.85","19.08","-","-","-"
"Horace Mann Educators Corp","0.09","EQUITY","HMN","Small Value","2003-06-30","611394","-3522","Financial Services","23110693","-","-","-","-","-","-","-4.31","10.07","11.68","18.69","1502.71","USD","-","-12.38","20.76","-","-","-"
"Brady Corp Class A","0.08","EQUITY","BRC","Small Value","2003-06-30","679673","-11705","Industrials","23040915","-","-","-","-","-","-","-15.96","6.78","11.77","6.53","1703.06","USD","-","-9.95","17.85","-","-","-"
"Provident Financial Services Inc","0.08","EQUITY","PFS","Small Value","2004-06-30","900351","-14344","Financial Services","22850908","-","-","-","-","-","-","1.36","31.85","18.8","13.64","1724.83","USD","-","-6.93","18.28","-","-","-"
"Penske Automotive Group Inc","0.08","EQUITY","PAG","Small Value","2013-06-30","518199","-2380","Consumer Cyclical","22754118","-","-","-","-","-","-","-3.75","11.2","-1.2","13.62","3665.33","USD","3","-16.63","10.17","-","-","-"
"Knowles Corp","0.08","EQUITY","KN","Small Core","2014-03-31","1341468","-13959","Technology","22697639","-","-","-","-","-","-","-12.43","16.28","-19.68","-","1379.65","USD","-","-7.66","385.75","-","-","-"
"Select Income REIT","0.08","EQUITY","SIR","Small Value","2012-12-31","940492","-16207","Real Estate","22600023","-","-","-","-","-","-","-0.33","-5.79","1.1","5.21","2087.59","USD","-","-1.31","24.26","-","-","-"
"Waddell & Reed Financial Inc A","0.08","EQUITY","WDR","Small Value","2015-12-31","1194381","-5807","Financial Services","22549913","-","-","-","-","-","-","19.7","15.34","-22.41","-0.36","1638.01","USD","3","7.48","11.39","-","-","-"
"Sterling Bancorp","0.08","EQUITY","STL","Small Core","2015-09-30","968709","-10109","Financial Services","22522484","-","-","-","-","-","-","-1.82","38.59","26.63","24.63","3133.71","USD","-","-0.38","19.25","-","-","-"
"First Hawaiian Inc","0.08","EQUITY","FHB","Small Value","2016-08-31","734723","-11634","Financial Services","22497218","-","-","-","-","-","-","-1.53","23.88","-","-","4102.67","USD","-","-14.3","18.53","-","-","-"
"AutoNation Inc","0.08","EQUITY","AN","Small Value","2017-06-30","533243","533243","Consumer Cyclical","22481525","-","-","-","-","-","-","-1.81","-19.73","-9.78","0.44","3987.44","USD","4","-18.4","9.88","-","-","-"
"Triton International Ltd","0.08","EQUITY","TRTN","Small Value","2016-07-31","672233","47134","Industrials","22479472","-","-","-","-","-","-","32.21","138.69","0.61","7.32","1229.61","USD","-","138.73","17.7","-","-","-"
"Mercury General Corp","0.08","EQUITY","MCY","Small Core","2011-06-30","415494","-7039","Financial Services","22436676","-","-","-","-","-","-","5.97","17.69","9.91","14.38","3286.58","USD","-","0.76","41.55","-","-","-"
"Triumph Group Inc","0.08","EQUITY","TGI","Small Core","2014-03-31","708458","-11615","Industrials","22387273","-","-","-","-","-","-","13.87","-2.81","-23.48","-14.09","1399.37","USD","-","6.72","-","-","-","-"
"MRC Global Inc","0.08","EQUITY","MRC","Small Growth","2012-12-31","1350099","-27942","Energy","22303635","-","-","-","-","-","-","-8.52","18.21","-13.92","-7.28","1521.02","USD","-","-20.53","-","-","-","-"
"SPX FLOW Inc","0.08","EQUITY","FLOW","Small Growth","2015-09-30","603881","-10126","Industrials","22271131","-","-","-","-","-","-","-4.07","35.43","-","-","1458.33","USD","-","7.42","246","-","-","-"
"Global Net Lease Inc","0.08","EQUITY","GNL","-","2015-09-30","998898","-13164","Real Estate","22215492","-","-","-","-","-","-","-1.38","-8.14","-","-","1426.04","USD","-","-2.6","26.49","-","-","-"
"Meritor Inc","0.08","EQUITY","MTOR","Small Value","2013-06-30","1332362","-16098","Consumer Cyclical","22130533","-","-","-","-","-","-","5.07","85.2","11.87","33.06","1596.57","USD","-","45.09","2.95","-","-","-"
"ESCO Technologies Inc","0.08","EQUITY","ESE","Small Growth","2012-06-30","368015","-5060","Technology","21952095","-","-","-","-","-","-","4.39","43.65","23.26","11.52","1582.12","USD","-","8.4","31.57","-","-","-"
"M.D.C. Holdings Inc","0.08","EQUITY","MDC","Small Value","2017-03-31","620549","305802","Consumer Cyclical","21923996","-","-","-","-","-","-","13.09","45.87","13.87","5.35","1792.89","USD","-","36.63","14.64","-","-","-"
"ILG Inc","0.08","EQUITY","ILG","Small Core","2016-05-31","797356","-12438","Consumer Cyclical","21919316","-","-","-","-","-","-","7.59","49.35","8.87","8.5","3251.46","USD","-","45.07","10.14","-","-","-"
"Core-Mark Holding Co Inc","0.08","EQUITY","CORE","Small Growth","2015-03-31","661871","-8162","Consumer Defensive","21881455","-","-","-","-","-","-","0.9","-24.09","15.52","24.92","1656.83","USD","-","-16.53","32.52","-","-","-"
"Arch Coal Inc","0.08","EQUITY","ARCH","Small Value","2016-12-31","319988","-1","Basic Materials","21855180","-","-","-","-","-","-","8.51","-","-","-","1838.12","USD","-","-2.68","31.24","-","-","-"
"New York REIT Inc","0.08","EQUITY","NYRT","Small Value","2014-06-30","2524922","-14686","Real Estate","21815326","-","-","-","-","-","-","-11.01","-13.96","-3.56","-","1438.82","USD","-","-15.32","-","-","-","-"
"FTI Consulting Inc","0.08","EQUITY","FCN","Small Core","2012-12-31","621608","-25907","Industrials","21731416","-","-","-","-","-","-","-6.4","-23.23","-4.23","7.03","1283.55","USD","-","-27.99","36.07","-","-","-"
"Kaiser Aluminum Corp","0.08","EQUITY","KALU","Small Core","2008-12-31","245430","-8455","Basic Materials","21725464","-","-","-","-","-","-","19.29","18.44","9.36","13.42","1637.12","USD","-","26.49","21.22","-","-","-"
"CBL & Associates Properties Inc","0.08","EQUITY","CBL","Small Value","2003-06-30","2573000","-40058","Real Estate","21690390","-","-","-","-","-","-","6.1","-19.02","-14.17","-7.65","1486.83","USD","-","-19.83","12.24","-","-","-"
"Artisan Partners Asset Management Inc","0.08","EQUITY","APAM","Small Value","2016-03-31","703498","-8624","Financial Services","21597389","-","-","-","-","-","-","9.38","19.49","-8.58","-","2335.67","USD","-","9.11","18.28","-","-","-"
